Gene	Symbol	Name	Annotation	Interpro_Pfam	GO
NVEC200_000141_1.1	VKORC1	vitamin K epoxide reductase complex subunit 1	Vitamin K epoxide reductase complex subunit 1 (Homo sapiens OX%3D9606)	"InterPro:IPR012932,Pfam:PF07884"	
NVEC200_000142_1.1	slc23a2	Solute carrier family 23 member 1	Solute carrier family 23 member 2 (Xenopus tropicalis OX%3D8364)	"InterPro:IPR006043,Pfam:PF00860"	"GO:0016020,GO:0022857,GO:0055085"
NVEC200_000143_1.1	MMP7	ZnMc domain-containing protein	Matrilysin (Homo sapiens OX%3D9606)	"InterPro:IPR001818,InterPro:IPR002477,InterPro:IPR003582,Pfam:PF00413,Pfam:PF01471,Pfam:PF01549"	"GO:0004222,GO:0006508,GO:0008270,GO:0031012"
NVEC200_000144_1.1	nusap1	Nucleolar and spindle-associated protein 1	Nucleolar and spindle-associated protein 1 (Danio rerio OX%3D7955)	"InterPro:IPR026756,Pfam:PF16006"	"GO:0000226,GO:0000281,GO:0005819,GO:0005874,GO:0040001"
NVEC200_000145_1.1	slc40a1	Solute carrier family 40 protein	Solute carrier family 40 member 1 (Danio rerio OX%3D7955)	"InterPro:IPR009716,Pfam:PF06963"	"GO:0005381,GO:0016021,GO:0034755"
NVEC200_000146_1.1	glgC	Glucose-1-phosphate adenylyltransferase (Clostridium novyi (strain NT) OX%3D386415)	Glucose-1-phosphate adenylyltransferase (Clostridium novyi (strain NT) OX%3D386415)	"InterPro:IPR005835,Pfam:PF00483"	"GO:0009058,GO:0016779"
NVEC200_000147_1.1	ormdl3	ORM1-like protein	ORM1-like protein 3 (Danio rerio OX%3D7955)	"InterPro:IPR007203,Pfam:PF04061"	"GO:0005789,GO:0016021"
NVEC200_000148_1.1	Bbs5	Bardet-Biedl syndrome 5 protein homolog	Bardet-Biedl syndrome 5 protein homolog (Mus musculus OX%3D10090)	"InterPro:IPR006606,Pfam:PF07289"	GO:0034464
NVEC200_000149_1.1	Pde11a	Dual 3'%2C5'-cyclic-AMP and -GMP phosphodiesterase 11A (Mus musculus OX%3D10090)	Dual 3'%2C5'-cyclic-AMP and -GMP phosphodiesterase 11A (Mus musculus OX%3D10090)	"InterPro:IPR002073,InterPro:IPR003018,Pfam:PF00233,Pfam:PF01590"	"GO:0004114,GO:0005515,GO:0007165"
NVEC200_000150_1.1	Als2	Alsin (Mus musculus OX%3D10090)	Alsin (Mus musculus OX%3D10090)	"InterPro:IPR000408,InterPro:IPR003123,InterPro:IPR003409,Pfam:PF00415,Pfam:PF02204,Pfam:PF02493,Pfam:PF13540"	
NVEC200_000151_1.1	fut8	Alpha-(1%2C6)-fucosyltransferase (Xenopus tropicalis OX%3D8364)	Alpha-(1%2C6)-fucosyltransferase (Xenopus tropicalis OX%3D8364)		
NVEC200_000152_1.1		NVEC200_000152_1.1	Polycomb complex protein BMI-1	Pfam:PF13923	
NVEC200_000153_1.1	Bmi1	Polycomb complex protein BMI-1	Polycomb complex protein BMI-1 (Mus musculus OX%3D10090)	Pfam:PF13923	
NVEC200_000154_1.1		NVEC200_000154_1.1	LsmAD domain-containing protein		
NVEC200_000155_1.1	bmi1a	Polycomb complex protein BMI-1	Polycomb complex protein BMI-1-A (Danio rerio OX%3D7955)	Pfam:PF13923	
NVEC200_000156_1.1	Ppp1r27	Protein phosphatase 1 regulatory subunit 27	Protein phosphatase 1 regulatory subunit 27 (Mus musculus OX%3D10090)	"InterPro:IPR020683,Pfam:PF12796,Pfam:PF13857"	
NVEC200_000157_1.1	ccdc47	coiled-coil domain-containing protein 47	Coiled-coil domain-containing protein 47 (Danio rerio OX%3D7955)	"InterPro:IPR012879,Pfam:PF07946"	
NVEC200_000158_1.1	DDX23	Pre-mRNA-splicing ATP-dependent RNA helicase PRP28	Probable ATP-dependent RNA helicase DDX23 (Homo sapiens OX%3D9606)	"InterPro:IPR001650,InterPro:IPR011545,Pfam:PF00270,Pfam:PF00271"	"GO:0003676,GO:0005524"
NVEC200_000159_1.1	ESPL1	Peptidase C50 domain-containing protein	Separin (Homo sapiens OX%3D9606)	Pfam:PF03568	
NVEC200_000160_1.1	AAAS	Aladin (Homo sapiens OX%3D9606)	Aladin (Homo sapiens OX%3D9606)	"InterPro:IPR001680,Pfam:PF00400"	GO:0005515
NVEC200_000161_1.1	twist1	Twist-related protein (Xenopus laevis OX%3D8355)	Twist-related protein (Xenopus laevis OX%3D8355)	"InterPro:IPR011598,Pfam:PF00010"	GO:0046983
NVEC200_000162_1.1	TCF15	Heart- and neural crest derivatives-expressed protein 1	Transcription factor 15 (Gallus gallus OX%3D9031)	"InterPro:IPR011598,Pfam:PF00010"	GO:0046983
NVEC200_000163_1.1	TCF15	BHLH transcription factor nem64	Transcription factor 15 (Gallus gallus OX%3D9031)	"InterPro:IPR011598,Pfam:PF00010"	GO:0046983
NVEC200_000164_1.1		NVEC200_000164_1.1	Death domain-containing protein	"InterPro:IPR000488,Pfam:PF00531"	"GO:0005515,GO:0007165"
NVEC200_000165_1.1	Kiaa1328	Protein hinderin	Protein hinderin (Mus musculus OX%3D10090)	"InterPro:IPR032736,Pfam:PF15369"	
NVEC200_000166_1.1	slc22a15	Solute carrier family 22 member 15	Solute carrier family 22 member 15 (Xenopus laevis OX%3D8355)	"InterPro:IPR005828,Pfam:PF00083"	"GO:0016021,GO:0022857,GO:0055085"
NVEC200_000167_1.1	ANKZF1	ankyrin repeat and zinc finger domain-containing protein 1	Ankyrin repeat and zinc finger domain-containing protein 1 (Homo sapiens OX%3D9606)	"InterPro:IPR041175,InterPro:IPR041540,Pfam:PF18716,Pfam:PF18826"	
NVEC200_000168_1.1	COQ10B	"Coenzyme Q-binding protein COQ10 homolog B,mitochondrial"	Coenzyme Q-binding protein COQ10 homolog B%2C mitochondrial (Homo sapiens OX%3D9606)	"InterPro:IPR005031,Pfam:PF03364"	
NVEC200_000169_1.1	BBS12	Bardet-Biedl syndrome 12	Bardet-Biedl syndrome 12 protein homolog (Pongo abelii OX%3D9601)	"InterPro:IPR002423,Pfam:PF00118"	GO:0005524
NVEC200_000170_1.1	orc4	Origin recognition complex subunit 4	Origin recognition complex subunit 4 (Xenopus laevis OX%3D8355)	"InterPro:IPR032705,InterPro:IPR041664,Pfam:PF13191,Pfam:PF14629"	
NVEC200_000171_1.1	ATP5MC2	"ATP synthase F(0) complex subunit C2,mitochondrial"	ATP synthase F(0) complex subunit C2%2C mitochondrial (Homo sapiens OX%3D9606)	"InterPro:IPR002379,Pfam:PF00137"	"GO:0015078,GO:0033177,GO:1902600"
NVEC200_000172_1.1	slc38a2	Aa_trans domain-containing protein	Sodium-coupled neutral amino acid transporter 2 (Danio rerio OX%3D7955)	"InterPro:IPR013057,Pfam:PF01490"	
NVEC200_000173_1.1	Naalad2	N-acetylated-alpha-linked acidic dipeptidase 2	N-acetylated-alpha-linked acidic dipeptidase 2 (Mus musculus OX%3D10090)	"InterPro:IPR003137,InterPro:IPR007365,InterPro:IPR007484,Pfam:PF02225,Pfam:PF04253,Pfam:PF04389"	
NVEC200_000174_1.1	fzd5	Frizzled-5 (Xenopus laevis OX%3D8355)	Frizzled-5 (Xenopus laevis OX%3D8355)	"InterPro:IPR000539,InterPro:IPR020067,Pfam:PF01392,Pfam:PF01534"	"GO:0005515,GO:0007166,GO:0016020"
NVEC200_000175_1.1	Cap2	Adenylyl cyclase-associated protein	Adenylyl cyclase-associated protein 2 (Mus musculus OX%3D10090)		
NVEC200_000176_1.1	six1b	Homeobox protein six1b	Homeobox protein six1b (Danio rerio OX%3D7955)	"InterPro:IPR001356,InterPro:IPR031701,Pfam:PF00046,Pfam:PF16878"	GO:0003677
NVEC200_000177_1.1	Mcrs1	Microspherule protein 1	Microspherule protein 1 (Mus musculus OX%3D10090)	"InterPro:IPR000253,InterPro:IPR025999,Pfam:PF00498,Pfam:PF13325"	GO:0005515
NVEC200_000178_1.1		NVEC200_000178_1.1	Unknown protein		
NVEC200_000179_1.1	TAMM41	"Phosphatidate cytidylyltransferase,mitochondrial"	Phosphatidate cytidylyltransferase%2C mitochondrial (Bos taurus OX%3D9913)	"InterPro:IPR015222,Pfam:PF09139"	"GO:0004605,GO:0032049"
NVEC200_000180_1.1	TEX49	Testis-expressed protein 49 (Homo sapiens OX%3D9606)			
NVEC200_000181_1.1	Erlec1	Endoplasmic reticulum lectin 1	Endoplasmic reticulum lectin 1 (Mus musculus OX%3D10090)	"InterPro:IPR012913,Pfam:PF07915"	
NVEC200_000182_1.1	NR2E3	Nuclear receptor subfamily 2 group E member 1	Photoreceptor-specific nuclear receptor (Homo sapiens OX%3D9606)	"InterPro:IPR000536,InterPro:IPR001628,Pfam:PF00104,Pfam:PF00105"	"GO:0003700,GO:0006355,GO:0008270,GO:0043565"
NVEC200_000183_1.1	Numb	Protein numb like protein	Protein numb homolog (Rattus norvegicus OX%3D10116)	"InterPro:IPR006020,Pfam:PF00640"	GO:0005515
NVEC200_000184_1.1	ACSF2	"acyl-CoA synthetase family member 2,mitochondrial"	Medium-chain acyl-CoA ligase ACSF2%2C mitochondrial (Pongo abelii OX%3D9601)	"InterPro:IPR000873,InterPro:IPR025110,Pfam:PF00501,Pfam:PF13193"	GO:0003824
NVEC200_000185_1.1	sp9	Sp8/9-like transcription factor	Transcription factor Sp9 (Xenopus tropicalis OX%3D8364)	"InterPro:IPR013087,Pfam:PF00096,Pfam:PF13894"	
NVEC200_000186_1.1	K02A2.6	Transposon Tf2-9 polyprotein	Uncharacterized protein K02A2.6 (Caenorhabditis elegans OX%3D6239)		
NVEC200_000187_1.1	SP5	Transcription factor Sp5	Transcription factor Sp5 (Homo sapiens OX%3D9606)	"InterPro:IPR013087,Pfam:PF00096"	
NVEC200_000188_1.1	ola1	Obg-like ATPase 1	Obg-like ATPase 1 (Danio rerio OX%3D7955)	"InterPro:IPR006073,Pfam:PF01926"	GO:0005525
NVEC200_000189_1.1	ttc25	Tetratricopeptide repeat domain 25	Tetratricopeptide repeat protein 25 (Danio rerio OX%3D7955)	"InterPro:IPR019734,InterPro:IPR041617,Pfam:PF13181,Pfam:PF17874"	GO:0005515
NVEC200_000190_1.1	PIF1	ATP-dependent DNA helicase PIF1	ATP-dependent DNA helicase PIF1 (Homo sapiens OX%3D9606)	"InterPro:IPR010285,Pfam:PF05970"	"GO:0000723,GO:0003678,GO:0006281"
NVEC200_000191_1.1	Sipa1l2	Signal-induced proliferation-associated 1-like protein 2	Signal-induced proliferation-associated 1-like protein 2 (Mus musculus OX%3D10090)	"InterPro:IPR000331,InterPro:IPR001478,Pfam:PF00595,Pfam:PF02145"	"GO:0005096,GO:0005515,GO:0051056"
NVEC200_000192_1.1	Znf106	Zinc finger protein 106	Zinc finger protein 106 (Mus musculus OX%3D10090)	"InterPro:IPR001680,Pfam:PF00400"	GO:0005515
NVEC200_000193_1.1	Gsc	Goosecoid-like protein	Homeobox protein goosecoid (Drosophila melanogaster OX%3D7227)	"InterPro:IPR001356,Pfam:PF00046"	GO:0003677
NVEC200_000194_1.1	Larp4	HTH La-type RNA-binding domain-containing protein	La-related protein 4 (Mus musculus OX%3D10090)	"InterPro:IPR006630,Pfam:PF05383"	
NVEC200_000195_1.1	ACAD11	Acyl-CoA dehydrogenase family member 11 (Homo sapiens OX%3D9606)	Acyl-CoA dehydrogenase family member 11 (Homo sapiens OX%3D9606)	"InterPro:IPR002575,Pfam:PF01636"	
NVEC200_000196_1.1	abcb6	"ATP-binding cassette,sub-family B (MDR/TAP),member 6"	ATP-binding cassette sub-family B member 6%2C mitochondrial (Xenopus tropicalis OX%3D8364)	"InterPro:IPR003439,InterPro:IPR011527,InterPro:IPR032410,Pfam:PF00005,Pfam:PF00664,Pfam:PF16185"	"GO:0005524,GO:0016021,GO:0016887,GO:0042626,GO:0055085"
NVEC200_000197_1.1		NVEC200_000197_1.1	OTU domain-containing protein		
NVEC200_000198_1.1	Ppp1r16b	Protein phosphatase 1 regulatory inhibitor subunit 16B	Protein phosphatase 1 regulatory inhibitor subunit 16B (Mus musculus OX%3D10090)	Pfam:PF13637	
NVEC200_000199_1.1	Epb41l5	Band 4.1-like protein 5	Band 4.1-like protein 5 (Rattus norvegicus OX%3D10116)	"InterPro:IPR014847,InterPro:IPR018979,InterPro:IPR018980,InterPro:IPR019748,Pfam:PF00373,Pfam:PF08736,Pfam:PF09379,Pfam:PF09380"	
NVEC200_000200_1.1	Eaf1	Ell-associated factor Eaf	ELL-associated factor 1 (Mus musculus OX%3D10090)	"InterPro:IPR019194,Pfam:PF09816"	
NVEC200_000201_1.1		NVEC200_000201_1.1	Integrase catalytic domain-containing protein	"InterPro:IPR005312,Pfam:PF03564"	
NVEC200_000202_1.1		NVEC200_000202_1.1	Unknown protein		
NVEC200_000203_1.1	ddx46	DEAD (Asp-Glu-Ala-Asp) box polypeptide 46	Probable ATP-dependent RNA helicase DDX46 (Danio rerio OX%3D7955)	"InterPro:IPR001650,InterPro:IPR011545,Pfam:PF00270,Pfam:PF00271"	"GO:0003676,GO:0005524"
NVEC200_000204_1.1	GABBR1	"Gamma-aminobutyric acid (GABA) B receptor,1b"	Gamma-aminobutyric acid type B receptor subunit 1 (Homo sapiens OX%3D9606)	"InterPro:IPR001828,Pfam:PF01094"	
NVEC200_000205_1.1		NVEC200_000205_1.1	Unknown protein		
NVEC200_000206_1.1	Gabbr2	Gamma-aminobutyric acid type B receptor subunit 2	Gamma-aminobutyric acid type B receptor subunit 2 (Mus musculus OX%3D10090)	"InterPro:IPR017978,Pfam:PF00003"	"GO:0004930,GO:0007186,GO:0016021"
NVEC200_000207_1.1	phyhd1	Phytanoyl-CoA dioxygenase domain-containing protein 1	Phytanoyl-CoA dioxygenase domain-containing protein 1 (Danio rerio OX%3D7955)	"InterPro:IPR008775,Pfam:PF05721"	
NVEC200_000208_1.1	YGR054W	Eukaryotic translation initiation factor 2A	Eukaryotic translation initiation factor 2A (Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX%3D559292)		
NVEC200_000209_1.1	ENKUR	Enkurin (Homo sapiens OX%3D9606)	Enkurin (Homo sapiens OX%3D9606)	"InterPro:IPR027012,Pfam:PF13864"	
NVEC200_000210_1.1	sf3b1	Splicing factor 3B subunit 1	Splicing factor 3B subunit 1 (Xenopus laevis OX%3D8355)	"InterPro:IPR015016,Pfam:PF08920"	
NVEC200_000211_1.1	RPP25L	Alba domain-containing protein	Ribonuclease P protein subunit p25-like protein (Homo sapiens OX%3D9606)	"InterPro:IPR002775,Pfam:PF01918"	GO:0003676
NVEC200_000212_1.1	Slc34a2	Sodium-dependent phosphate transport protein 2B	Sodium-dependent phosphate transport protein 2B (Mus musculus OX%3D10090)	"InterPro:IPR003841,Pfam:PF02690"	"GO:0005436,GO:0016020,GO:0044341"
NVEC200_000213_1.1		NVEC200_000213_1.1	RING-type domain-containing protein		
NVEC200_000214_1.1		Collagen alpha chain	Similar to Collagen alpha chain (Fragment) (Acropora millepora OX%3D45264)	"InterPro:IPR000885,InterPro:IPR008160,Pfam:PF01391,Pfam:PF01410"	GO:0005201
NVEC200_000215_1.1	BZW1	Basic leucine zipper and W2 domain-containing protein 1	Basic leucine zipper and W2 domain-containing protein 1 (Gallus gallus OX%3D9031)	"InterPro:IPR003307,Pfam:PF02020"	GO:0005515
NVEC200_000216_1.1	ACBD5	Acyl-CoA-binding domain-containing protein 5	Acyl-CoA-binding domain-containing protein 5 (Bos taurus OX%3D9913)	"InterPro:IPR000582,Pfam:PF00887"	GO:0000062
NVEC200_000217_1.1		Unknown protein	Similar to Uncharacterized protein C1orf146 homolog (Mus musculus OX%3D10090)	"InterPro:IPR027857,Pfam:PF15162"	
NVEC200_000218_1.1	Ubr3	E3 ubiquitin-protein ligase	E3 ubiquitin-protein ligase UBR3 (Mus musculus OX%3D10090)	"Pfam:PF14555,Pfam:PF18995"	
NVEC200_000219_1.1	AGAP3	"Arf-GAP with GTPase,ANK repeat and PH domain-containing protein 3"	Arf-GAP with GTPase%2C ANK repeat and PH domain-containing protein 3 (Homo sapiens OX%3D9606)	"InterPro:IPR001164,InterPro:IPR001806,Pfam:PF00071,Pfam:PF01412"	"GO:0003924,GO:0005096,GO:0005525"
NVEC200_000220_1.1	pol	Retrovirus-related Pol polyprotein from transposon 17.6 (Drosophila melanogaster OX%3D7227)	Retrovirus-related Pol polyprotein from transposon 17.6 (Drosophila melanogaster OX%3D7227)	"InterPro:IPR000477,InterPro:IPR041577,InterPro:IPR041588,Pfam:PF00078,Pfam:PF17919,Pfam:PF17921"	
NVEC200_000221_1.1		NVEC200_000221_1.1	Protein rolling stone		
NVEC200_000222_1.1	Slc39a10	Zinc transporter ZIP10	Zinc transporter ZIP10 (Mus musculus OX%3D10090)	"InterPro:IPR003689,Pfam:PF02535"	"GO:0016020,GO:0030001,GO:0046873,GO:0055085"
NVEC200_000223_1.1	Ccnt1	Cyclin-T1 (Mus musculus OX%3D10090)	Cyclin-T1 (Mus musculus OX%3D10090)	"InterPro:IPR006671,Pfam:PF00134"	
NVEC200_000224_1.1	ccr4	Glucose-repressible alcohol dehydrogenase transcriptional effector	Glucose-repressible alcohol dehydrogenase transcriptional effector (Aspergillus oryzae (strain ATCC 42149 / RIB 40) OX%3D510516)	"InterPro:IPR005135,Pfam:PF03372"	
NVEC200_000225_1.1	Shmt2	Serine hydroxymethyltransferase	Serine hydroxymethyltransferase%2C mitochondrial (Mus musculus OX%3D10090)	"InterPro:IPR039429,Pfam:PF00464"	
NVEC200_000226_1.1	DLGAP4	Disks large-associated protein 2	Disks large-associated protein 4 (Homo sapiens OX%3D9606)	"InterPro:IPR005026,Pfam:PF03359"	GO:0023052
NVEC200_000227_1.1	LITAF	Lipopolysaccharide-induced tumor necrosis factor-alpha factor-like	Lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog (Gallus gallus OX%3D9031)	"InterPro:IPR006629,Pfam:PF10601"	
NVEC200_000228_1.1	POFUT2	GDP-fucose protein O-fucosyltransferase 2	GDP-fucose protein O-fucosyltransferase 2 (Pan troglodytes OX%3D9598)	"InterPro:IPR019378,Pfam:PF10250"	
NVEC200_000229_1.1	KLHDC3	Kelch domain containing 3	Kelch domain-containing protein 3 (Bos taurus OX%3D9913)	"InterPro:IPR006652,Pfam:PF01344,Pfam:PF13964"	GO:0005515
NVEC200_000230_1.1	ATG9A	Autophagy-related protein 9	Autophagy-related protein 9A (Pongo abelii OX%3D9601)	"InterPro:IPR007241,Pfam:PF04109"	GO:0006914
NVEC200_000231_1.1	Rsph1	Radial spoke head 1-like protein	Radial spoke head 1 homolog (Mus musculus OX%3D10090)	"InterPro:IPR003409,Pfam:PF02493"	
NVEC200_000232_1.1	Snap25	Synaptosomal-associated protein	Synaptosomal-associated protein 25 (Rattus norvegicus OX%3D10116)	"InterPro:IPR000928,Pfam:PF00835"	
NVEC200_000233_1.1	ABCG2	ATP-binding cassette transporter subfamily G member 2a	Broad substrate specificity ATP-binding cassette transporter ABCG2 (Bos taurus OX%3D9913)	"InterPro:IPR013525,Pfam:PF01061,Pfam:PF19055"	GO:0016020
NVEC200_000234_1.1	COL12A1	Neuron navigator 3	Collagen alpha-1(XII) chain (Gallus gallus OX%3D9031)	"InterPro:IPR002035,Pfam:PF00092"	
NVEC200_000235_1.1	CEP128	Protein sidekick-2	Centrosomal protein of 128 kDa (Homo sapiens OX%3D9606)		
NVEC200_000236_1.1	ADRB4C	G_PROTEIN_RECEP_F1_2 domain-containing protein	Beta-4C adrenergic receptor (Meleagris gallopavo OX%3D9103)	"InterPro:IPR017452,Pfam:PF00001"	GO:0016021
NVEC200_000237_1.1	zc3h15	Zinc finger CCCH domain-containing protein 15	Zinc finger CCCH domain-containing protein 15 (Danio rerio OX%3D7955)	"InterPro:IPR000571,InterPro:IPR032378,Pfam:PF00642,Pfam:PF16543"	GO:0046872
NVEC200_000238_1.1	Tyw5	tRNA wybutosine-synthesizing protein 5	tRNA wybutosine-synthesizing protein 5 (Mus musculus OX%3D10090)	"InterPro:IPR041667,Pfam:PF13621"	
NVEC200_000239_1.1		NVEC200_000239_1.1	Unknown protein		
NVEC200_000240_1.1	Mfsd6	Major facilitator superfamily domain-containing protein 6	Major facilitator superfamily domain-containing protein 6 (Mus musculus OX%3D10090)	"InterPro:IPR024989,Pfam:PF12832"	
NVEC200_000241_1.1	MFSD6	Major facilitator superfamily domain-containing protein 6	Major facilitator superfamily domain-containing protein 6 (Homo sapiens OX%3D9606)	"InterPro:IPR024989,Pfam:PF12832"	
NVEC200_000242_1.1	STAT5A	Signal transducer and activator of transcription	Signal transducer and activator of transcription 5A (Homo sapiens OX%3D9606)	"InterPro:IPR000980,InterPro:IPR013800,InterPro:IPR013801,Pfam:PF00017,Pfam:PF01017,Pfam:PF02864"	"GO:0003677,GO:0006355,GO:0007165"
NVEC200_000243_1.1	psmb3	Proteasome subunit beta	Proteasome subunit beta type-3 (Oncorhynchus mykiss OX%3D8022)	"InterPro:IPR001353,Pfam:PF00227"	"GO:0005839,GO:0051603"
NVEC200_000244_1.1	Tmem50a	Transmembrane protein 50A	Transmembrane protein 50A (Mus musculus OX%3D10090)	"InterPro:IPR007919,Pfam:PF05255"	
NVEC200_000245_1.1	cpped1	Calcineurin-like phosphoesterase domain-containing protein 1	Serine/threonine-protein phosphatase CPPED1 (Xenopus tropicalis OX%3D8364)		
NVEC200_000246_1.1	MET30	WD_REPEATS_REGION domain-containing protein	F-box protein MET30 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX%3D559292)	"InterPro:IPR001680,InterPro:IPR001810,Pfam:PF00400,Pfam:PF12937"	GO:0005515
NVEC200_000247_1.1	slc7a6os	Histone-lysine N-methyltransferase PRDM9	Probable RNA polymerase II nuclear localization protein SLC7A6OS (Xenopus tropicalis OX%3D8364)	"InterPro:IPR013883,Pfam:PF08574"	
NVEC200_000248_1.1	GALR2	Somatostatin receptor type 4	Galanin receptor type 2 (Homo sapiens OX%3D9606)	"InterPro:IPR017452,Pfam:PF00001"	GO:0016021
NVEC200_000249_1.1	arnB	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (Erwinia tasmaniensis (strain DSM 17950 / CIP 109463 / Et1/99) OX%3D465817)	"InterPro:IPR000653,Pfam:PF01041"	
NVEC200_000250_1.1	Prim1	DNA primase	DNA primase small subunit (Mus musculus OX%3D10090)	"InterPro:IPR002755,Pfam:PF01896"	"GO:0003896,GO:0006269"
NVEC200_000251_1.1	Syne1	Nesprin-1 (Mus musculus OX%3D10090)	Nesprin-1 (Mus musculus OX%3D10090)	"InterPro:IPR002017,Pfam:PF00435"	GO:0005515
NVEC200_000252_1.1		NVEC200_000252_1.1	Rhodanese domain-containing protein	"InterPro:IPR001763,Pfam:PF00581"	
NVEC200_000253_1.1	pol	Integrase catalytic domain-containing protein	Retrovirus-related Pol polyprotein from transposon opus (Drosophila melanogaster OX%3D7227)	"InterPro:IPR000477,InterPro:IPR041373,Pfam:PF00078,Pfam:PF17917"	
NVEC200_000254_1.1	dmrta2	Doublesex-and mab-3-related transcription factor A2	Doublesex- and mab-3-related transcription factor A2 (Xiphophorus maculatus OX%3D8083)	"InterPro:IPR001275,InterPro:IPR005173,Pfam:PF00751,Pfam:PF03474"	"GO:0006355,GO:0043565"
NVEC200_000255_1.1	psme4	Proteasome activator subunit 4	Proteasome activator complex subunit 4 (Xenopus laevis OX%3D8355)	"InterPro:IPR021843,InterPro:IPR032430,Pfam:PF11919,Pfam:PF16507"	
NVEC200_000256_1.1		NVEC200_000256_1.1	Unknown protein		
NVEC200_000257_1.1		NVEC200_000257_1.1	UPF0577 protein KIAA1324-like	"InterPro:IPR011641,Pfam:PF07699"	
NVEC200_000258_1.1		NVEC200_000258_1.1	5'-nucleotidase	"InterPro:IPR006434,Pfam:PF05822"	"GO:0000287,GO:0005737,GO:0008253"
NVEC200_000259_1.1		NVEC200_000259_1.1	Unknown protein		
NVEC200_000260_1.1	wnt10a	Unknown protein	Protein Wnt-10a (Danio rerio OX%3D7955)	"InterPro:IPR005817,Pfam:PF00110"	"GO:0005102,GO:0005576,GO:0007275,GO:0016055"
NVEC200_000261_1.1	Wnt6	Protein Wnt	Protein Wnt-6 (Mus musculus OX%3D10090)	"InterPro:IPR005817,Pfam:PF00110"	"GO:0005102,GO:0005576,GO:0007275,GO:0016055"
NVEC200_000262_1.1		NVEC200_000262_1.1	Glycosyltransferase-like domain-containing protein 1	"InterPro:IPR001296,Pfam:PF00534"	
NVEC200_000263_1.1	TRRAP	Transformation/transcription domain-associated protein	Transformation/transcription domain-associated protein (Homo sapiens OX%3D9606)	"InterPro:IPR000403,InterPro:IPR003151,InterPro:IPR003152,Pfam:PF00454,Pfam:PF02259,Pfam:PF02260"	GO:0005515
NVEC200_000264_1.1	CEP70	Centrosomal protein of 70 kDa	Centrosomal protein of 70 kDa (Pongo abelii OX%3D9601)		
NVEC200_000265_1.1	ATIC	Bifunctional purine biosynthesis protein PURH	Bifunctional purine biosynthesis protein ATIC (Homo sapiens OX%3D9606)	"InterPro:IPR002695,InterPro:IPR011607,Pfam:PF01808,Pfam:PF02142"	"GO:0003937,GO:0004643,GO:0006164"
